text,label
كومنتات فاشيخه فعلا اشوف فيك يوم مطلعلوش شمس,1
هدبحك بالجزمه,1
انا ابويا ييجي يشتم يقول يابن عصير الجزم,1
تاني واحده ضحكتني اوي,0
بنت حوط الكلب معرفشي دي ايه مامت صحبتي بتشتمها لصحبتي,1
ابني انت الي ابني,0
الاخيره دي احساسها عالي اووي,0
اي المسخره دي,0
الواد بتاع امنيم دا مثقف فالشتايم هه,1
ادبحك بالجزمه هه فصيله,1
ضيف اخر ضيف,0
انت امك حملت فيك وهي مبتصليش خلفه وسخه كتكوا القرف,1
انا اعوذ اشتم زميلتي بقولها يابومه الكلب,1
مش قادره همووت البيت اتلم عليا,0
اتخانق امه فضلت تشتمه الشارع شتاءم كتيره قالها انتي طالق,1
قال للتاني وهما بيتخانقو والنعمه اولع اهلك بالشراب بتاعي,1
ايه الناس المحترمين دول,0
بيشتم التاني بيقوله روح ياللي ابنك مات,1
راجل عجوز بيقولي ايامكو سوده قولتلو اخرتكو,1
اغرب شتيمه سمعتها ابن المره العرص,1
اغرب شتيمه سمعتها روح امك,1
يابن بنت الكلب,1
ماتخافش الهبله وخاف خلفتها,1
بيقول لواحد انت اللي خلقك خلق البهايم,1
البوست مبيضحكش,0
امي كانت بتقولي ابن بنت الجذمه,1
اغرب حاجه كنا بنعلق عليها جواميس,1
شعب فاضي وربنا وتافهه كمان,1
فاكره بنت ميتين الوسخ طفل بيشتم طفل تاني وبيقوله يابن المفكوكه انا شتيمتي المفضله يابن النعل,1
يابن الدليعه,1
قولهم الموقف يانجم,1
اغرب شتيمه بنقوله طول عندنا ايه ابن مقطوره لوري دي بيشتم حد المعادي ايه,1
انت اللي بني ادم وستين بني ادم اكيد كانت خناقه المعادي,0
هه تعي سمعي المسبات,1
اختي بتشتم ابنها تقوله يابن صليب الكلب ومعرفش معناها,1
كميه جهل وتخلف ربنا يعافينا,1
حاجه تحزن,0
بالتوفيق وباذن الله هنثبت حقوقنا التاريخيه وكل زادت الشتاءم دل اننا صح,0
طريقه العرض راي غلط ده عيب اعداد صفحه الجريده لان اللي فالتعليقات مش فاهمين ان حتي اكلنا اللي بتاعنا احنا عارفين انه معمول باسمنا بيتسرق بيتعمل باسم دول تانيه,0
صح للاسف,0
كانت قالت اصله تركي كانوا صقفوا للصبح,0
كنتي راءعه حلقه السفيره عزيزه اليوم علي,0
كانت البت الملزقه طلعت قالت المشبك اصله تركي كانت بقت حلوه,1
صاحبتي المشهووره,0
انسانه مثقفه وواعيه واي معلومه بتقوليها بحث طويل,0
الناس علشان شايفه الواقع الحالي بيبنوا بقي,0
احسنتي,0
برافو عليكي احيي يوثق حضارتنا,0
انا شوفت الحلقه انتي جميله,0
وبرافو عليكي واستمتعت جدا بكلامك,0
متساليش حد,1
طب دي معلومه صح غلط,0
طيب تشوفي بلوجرز تقدم محتواكي مبسط,0
انت عسل وكنت منوره,0
يهمك,0
حضرتك صح والكلام ده علي النت,0
طبيعه كومنتات الجمهور علي المصري اليوم والوطن واليوم السابع اصلا غريبه ومش عارفه بيتبعو طاءفه معينه او اتفاق معلن مابينهم ان الكومنتات بتاعتهم تكون كميه الدونيه والجهل دا كله,0
طبعا لازم البلوجر دي تكون بيضا محجبه بلكنه شاميه بلاستيكو اول حرف اسمها بسنت نور الدين,0
لازلت حاسس باهانه كلامك ياعبحميد,1
حضر الرجاله البلد بتولع,0
علي النعمه اطوخك واخالص الحكايه تمن,1
والله دي اسا للصعيد دايه ده مفيش الصعيده والله العظيم دي ناس معندهاش دم اقسم بالله دي عنصريه بمعنا الكلمه,1
اروع مشهد هذ القرن,0
السيناريو دا مسروق,1
عايز تعرف مين بيزور البروفايل بتاعك علي الفيسبوك وبيراقبك صمت هتفتح جوجل وتكتب البحث هتدخل اول موقع يظهرلك وتفعل الاشعارات,0
المكان ده مسلسل زلزال,0
حاسس باهانه كلامك,1
واحده سيلفي بقي,0
هه مش لوحدها وخمسون اخروون,0
تتحرم الفيسبوك يوم بلياليها,0
كله بسبب مرات ابو شقفه,1
دنتا محتاج كورس شيخ البلد ايه الكورس ده ولي,0
ببلك يعني للي يسوي واللي ميسواش,1
القاعده بتاعت امبارح مبين محمد وحازم,0
اهوا شويت ممسلين عرره,1
ضربه اهل الصعيدلايجوز,0
مكنش ينفع يعملها ايموجه,0
ورايح لشيخ البلد انت هتروح فين,0
ازاي متركب شببيك وباب ومفيش بيت اصلا,0
شيخ البلد محتاج متابعه,0
عملتلها ليك يشيخ الغفار,0
بتضحك ايه مضحكين السلامه,0
المصور دا غبي جدا جايب بدايه التصوير انها مباني حقيقه واضح انه ديكور لان المبني ظهره مش موجود,1
دول الفلاحين بجد الطريقه والفلح,1
دي خناقات الفتره الجايه,0
لازلت حاسس باهانه كلامك عبحميد,1
ايه الكورس ده ياولا,0
علي ابو الهدي فين يشوف الموضوع ده محمد بسيوني,0
المخرج والمصوريين والممثلين كلهم سكرانين تحشيش اخر حاجه هه بدايه المقطع واضح انو البيت ديكور ماهو بيت حقيقي اصبح الفن المصري علي قوله المصريين شويه هلاهيط,1
انا شويه المك,0
تفهموني عشان احكم,0
الخضر عاصي عمل لمراتي ايموجي,0
فصلان والالاه,0
ياسطي معرفش ليه شوفتك عبدالحميد,0
اضحك شويه,0
عادل الدنجواي شوف الخناقه دي,0
مش طبيعي هه,0
انا عايز العمده يحكم بيننا انا وي,0
استاذ علشان ولاد الحرام مش خلو لولاد الاحلال ايموشن,0
يخرب بيت النت,0
مبروك ياعبحميد خت فددين وجموستين عشان اليك,0
السلام عليكم ورحمه الله مرحبا عالم الحجامه المساج العلاجي والريفلوكسولوجي اكاديميه الطب البديل والطبيعه الدوليه,0
محتاجين مسوقين نشيطين جدا �لاطقم رجاليه علي الله بخامات وتشكيلات حصريه عندنا وبسس متميزه يعني �ودا موسم بيع للملابس البلديه دخول الشهر الكريم �� يعني مستحييل تطلع طلبيات �� عموله كويسه جداا وك,0
اشتري منزل ايطاليا,0
مصور فاشل اول ثانيه الفيديو كشف البيت انه مزيف ومالوش حجرات,1
ابقي شوف ساعه فاضي خلص الموضوع دا,0
ويطلع اي اللايك ده,0
ولد المتناك بتتريق علي الفلاحين,1
تعالوا اضحكوا شويه,0
عايزين زي شيخ البلد ده يقعد يحكم,0
هه عايز تبعت الكحك ابعت مرتك,1
عايز تسرق نت اي شبكه الطريقه اهي اولا هتفتح متصفح جوجل واكتب البحث ادخل اول موقع يظهرلك البحث هتحط اسم الشبكه هيظهرلك الباسورد,0
احمد امين دا سكره تابعوه,0
محتاجين دعمكم كلكم,0
اول مطعم الكانون مصر الاجواء الريفيه القديمه,0
انا ابتديت اتوغوش كده هابيع الفدان اللي حيلتي هاا,0
والله الموقف ده حصل معايا كاام سنه والواد اللي ضربته عشان شتمني كومنت بيقول لعمي ياحج ناشر بوست عمي والناس الكبيره اللي قاعده كلها بلمت بتقول ايه ياض قاله ياحاج ينفع تنشر بوست وواحد يعلق بكومنت قاله كومنت ايه ياض هه السلفي بلد,0
متبصليش بعين رديه دانا تعبت السفريه ديه,0
حلو ياحلو منتخبنا علي روسيا حلو,0
طيب والله حاجات احلي الحقيقيه,0
دلوعه عطيات,0
اوباما نو نو سيسي يس يس,0
وسع للرايقه ده مش اتوبيس هيءه,0
ده اكونت دكتور واستشاري صحه نفسيه اكتر الناس المحترمه ال ممكن تقابلها,0
شغل فاخر الاخر,0
الكار ده مش كارنا دا ابوصلاح اللي مصعدنا,0
مش ملاحظين ان موضوع التريقه دا بقي زياده شويه وللا ايه انا لغيت اعجابي بالصفحه,0
متبصش عليها لوح دا احنا صعدنا بطلوع الروح,1
نقول الفراعنه يبقي المصلحه اكيد هتوجعنا,0
الجمل دي جايبينها علي تكاتك والله جدعان مش كدا,0
السياره التليين,0
هاتقولهوملي نيلي نيلي هاقولهوملك شريهان شريهان,0
مش لاقيه كلام وربنا,0
مزيج راءع فونت لمسه سحريه فونت النادر وفي الخلفيه خفيفه الظل موقع تزينها جمله توكتوكيه المنشا عربجيه المعني,0
توك توك الفراعين احنا شعب مالوش كتالوج هه,0
اقتراحات المصريين للشعار اللي هيتكتب علي اتوبيس المنتخب روسيا كريم اوبر الحلوه سايقها كوبر وسعلنا السكه احنا معانا ابو مكه اتوبيس الهنا بيجي سنه سواريز كفاني اللي هيقابل صلاح هيعاني اصحا كده وشمر كمك احنا الفراعنه ياروح امك تشوفها اضربلها سلام دا حجازي راكب ورا وصلاح سايق قدام كار الكوره مش كارنا صلاح اللي موصلنا بالراحه لتدوسها الحلوه رايحه روسيا متبصش عليها لوح دا احنا صعدنا بطلوع الروح,0
اتحداك ترجمت جمله منهم,0
تركب ادلعك تنزل ادفعك,0
المنتخب طالع ماتش معاه عاركه ايه,0
بطلو هزار ده منتخبنا جزار,0
العده مستعده وخليها علي الله,0
للبيع عشان ترتاحوا,0
بدل تبصلها هات جردل واغسلهاا,1
ده مش اتوبيس ده توكتوك,0
منتخب فرحه كوبر السرسجي,1
التوصيله مجاني للمزز اللي عجباني,1
زعلان البحر مليان,1
اللي هييجي علينا هنجيبه رجلينا,1
ايه الخره ده,1
متجيش سكتي انا لسه بصحتي,0
بنات زمن اللي احنا بيدورو علي حاجتين منك الشهاده والشغلوكسم بنات,1
فشخت الخطوبه مافيش جواز مافيش العفش والشقه يلعن ام دنيا,1
اربط البغل جنب الحمار ان تعلم شهيقه يتعلم نهيقه,1
عقليات اللي تقشر بطاطس وتنقي لوبيا واحا عليكي يابنت ناس,1
مبروك علي الزمالك المركز الثاني المركز المفضل ليه,0
احنا اتكلمنا احد اسباب الشتايم ابداء البدايه احا,1
كنت متقدم لواحده حلوه اوي عاءله محترمه متدينهو اهلها كانوا بيحترموني جدا حاجه غريبهاختها اللي اصغر كانت دايما بتهزر معايا كتير,0
البنات زباله وبتاع المصلحه,1
شعب جحش,1
ايه غريب صوره,0
بنات يصوروو ولسانهم كده معني ايه,1
دي فشخ,1
احلام انا الوحيده الملكه ويشتم البنانين ايه راءيكم,1
زغرتي ام توحه علي الكتب اللي مش مفتوحهزغرتي ام شهاب انا لسه مفتحتش كتابزغرتي ام الهنا انا مش عايزه اعيد السنه,0
انت عبيطولفظه عبيط لفظه مصريه قديمه مركبه عا بيط فاذا عرفنا ان لفظه عا تعني حمار الهيروغليفيه وان لفظه بيت تعني شخصيه فيكون معني الكلمتان معا حمار الشخصيه وتعضدنا اللغه الانجليزيه حيت تترجم القواميس اللفظه بمعني حمار شخص غبيومن النص السابق اري انهم ربما كانوا يكتبوا لفظه عبيط عا بيت بمعني حمار الشخصيه او غبي ويرادف لفظه عبيط اللغه العربيه ساذج وهي اصلها فارسي ساده بمعني بسيط فنقول شاي ساده بمعني شاي بسيط,0
اهديني اول صوره الاستديو وانا وحظي,0
حبيتها وكم ابكتني مسلسل ساره,0
ناسن مسهرها الحب وناسن مسهرها المرض انت ايش مسهرك,0
اللهم بلغنا رمضان فاقدين مفقودين وانصر اخواننا المستضعفين فلطين وساءر بلاد المسلمين,0
الخير وو رعيه,0
واحده بتراسل مغترب خرفان الفيسبوك قالت حول ميتين سعودي وانا اوريك وين فعلو عمليه الزايده حول الميتين وقلها وريني رسلت صوره مستشفي الثوره قالت فعلوها هانا وحظرته,1
خف عليناا روبن هود,0
سءال ليش الشباب يعملو حسابات بنات المغزي ذالك,0
تعود ستجدني المكان تركتني وفاء لاني مكسله اتحرك,0
اليوم قده احنا عادحنا ممرسناش,0
تذكر انك مجرد ذره غبار الكون الفسيح استمتع باللاوزن واللا اهميه,0
امس الليل دخلت المجموعه قالوا لازم تثبت علشان تفتح معك ياعيباه,0
يقضيها طوول السنه صياعه ولمن يجي رمضان قوه الايمان يتحجب,1
انتظرونا شهر رمضان المبارك علي قناه تنمر برنامج فتاوي الشيخ شاجع,1
ابعد الله عنا وعنكم مواجع الدنيا ورزقنا الله واياكم السعاده والتوفيق اللهم لاتحرمنا بشاءر خيرك واكرمنا فضلك وجودك ياكريم رحيم يااللهاللهم ارزقنا خير الدنيا ونعيم الاخره واشفي مرضانا وارحم موتانا اسعدالله مساكم,0
سيعوضك الجبار علي صبرت وذكرت وشكرت شده عظيمه تكن سهله وعلي اهل بيتك واطفالك واحبابك سيعوضك قلق وحزن وهم مررت وكتمت ضلوعك خوفا علي حولك لانه يعلم لانه اللطيف لانه رحيم بعباده واثقا اشد الثقه بذلك وعش هانءا سعيدا مطمءنا,0
بنت بالجروب تشبهها مستعد ادفع مهرها جرام,0
ييهتنظيف البيت رمضان فرض او سنه او واجب وطني او ماهو,0
هات اسماء تعرفهم اذا عرفت اسماء فانت عشاق المستديره,0
اثبتت الدراسات اجريتها انا وبعض العلماء ان اعضاء قروب تنمر اي علاقه بالتنمر اسم والسلام,0
برمضان كنت اتجنب خرجه العصر عشان المشاكل لدرجه مره سرت اخذ قات المقوت بدري عشان افطر وارجع اخزن العشاء كالعاده وانا اخذ القات جاء مولعي شكله صايم اقوي قوته وجاوع وحواجبه معطفات وضابح بقوه قال للمقوت هات قات حالي الاخير وقلي سعره لان انا ماحبش المراجله اللغاجه والمقوت قله صوم والله مالغجه الا انت والمولعي قله بزلطي مش فضل امك والمقوت قله امك انت يابن الطييط وندع سبه المولعي خرج الجنبيه وندع للمقوت طعنه فخذه لمن خرج الجنبيه,0
عمرك عندما عرفت ان سبب لون والد سبونج بوب البني لانه اسفنجه قديمه,0
اول ظهور لابن العم عبدالعزيز المعطري المعطري مسلسل قيامه عثمان الحلقهممثل يمني جديد,0
اذا جلطتك وادت التوحد اعرف انها مابتحبك وشكرن,1
الحمد لله طلع ناس عايشين تعليقات بدقاءق منشوري لهايام تعليق,0
ادري مقبره والا مجموعه فيبها اوادم عايشين طافي,0
يمر علي حياتي اسوا الانسان اللي يخطيء بحقك تسكت عنه وتستر غلطه تعريه وتفضح امره يدور المجالس ويالف الحكايات ويبتليك فيك فقط يبدو انه علي حق,0
جاني النوم هنيت رقاد,0
قالت ستفرج يوم امي امراه تكذب وكذا,0
متعه الصباح رمضان,0
نسالك اللهم ان ياتي رمضان وغه امنه مطمءنه ياارب,0
الشغل والدراسه والمرمطه متعبين بيحسسوك بقيمتك الفراغ سهل ومريح مميت جدا,0
عندي سءال ليش الرجال اللي مواقع التواصل احن اللي البيوت,0
سمحتو اعجاب ومتابعه للصفحه,0
اكتبو تاريخ ميلادكم علي شكل ساعه امس ميلادي وعادنا دريت اليوم,0
تعلق فتاه تكن متاكدا توقف اللعب بمشاعر النساء الامر ممتع بالنسبه لكنه مءلم النهايه بالنسبه رجلا الكفايه وواجهها بالحقيقه قل مشاعرك بصدق وتوقف الكذب فالكذب صفات الرجال,0
سنوات اعمارنا مرت بلمح البصر غيرتنا الظروف عشناها تغيرت مفاهيمنا واولوياتنا واسلوبنا وتغيرت دعواتنا ايضا حتي مقامات الناس حياتنا تغيرت السنوات غيرت شيء فينا حتي وصلنا الي النسخه عليها الان ففي حياه منا لحظه معينه لايعود ابدا,0
حياتكم ممله وكوكبكم سخيف انا طالعه الكره الارضيه باي,0
اشارده الفكر مالي اراك حزينههل شرودك سر اني اري عينيك اسءله توقفتعلي شفتيك جامده الامرقوليتكلميلا تتركي الافكار,0
يتعرف علي اكثر بنت وقت والتي تتعرف علي اكثر شاب بنفس الوقت تكشف العلاقات خلل شخصيتهما وضعف تقدير الذات عندهما عقده نقص يحاول الرجل تخفيفها جمعه لعدد الفتيات حوله وتحاول تسكينها شعورها بان رجالا كثير يهتمون لامرها,0
عااجلضربوا الان المستشفي الجمهوري صنعاء البوابه الشماليه العيادات الخارجيه ابره لواحد زكمه الله يشفيه,0
ماهو الشي اذا انكسر لايجبر كسر القلب كسر الخاطر كسر الثقه,0
مدري ماله زعل وحظرني,0
لتلك الطرقات تجمع خطانا يوما قاتلك الله,0
اللي مابكي صغير ماتاسس صح,0
جالسه بنذاكر لاخي الصغير حق صف ماده القراءه وبه درس البحر المهم سالته نصتاد البحر قال سفن ذلحين انا مراعيه يححيي سررعاتاكد الاجابه صح غلط,0
تسامحوا تصفحوا اللي يدحسك ادحسه واللي يوجعك اوجعه واللي يزودها العنبوعارجدتمه رمضان شهر الصوم مش التسامح,0
صباحكم جميل جمال ابتسامه احدهم,0
بنت اجت تعبي رصيدقالت اقل شي رصيد قلت قالت رسليادت الرقم ونا رسلت رصيد حولت الرصيد اجت تحاسبني واتفتش الشنطه قالت مافي معه,0
قباله دوله اروبيه تدور مواطنه صالحه,0
الانثي اذا سمعت النسوان بتناقشين موضوع وهي بتسمع وعارفه السر,0
وحده تقول لزوجها سنين وانت مهموم وسرحان اعتبرني رفيقتكمو زوجتك,0
باقي رمضان يوم,0
اشفق علي الفتاه تبحث قيس زمن يقال جعفر جوجو,0
نهايه علاقه محرمهلا يوجد حق لاحد الاخر حتي وان تسبب باذي لاحد الطرفين فكلاهما خان الله ورسوله وتلك النهايه ترض احدا منهما نتيجه للبدايه ترض اللهومن افلت قلبه اتلف نفسه,0
ضبحت وانا ارسل منشوراتاشتي ارسل زلط,1
رايح اخطبها تتوقعون يوافقون دام البصل غالي الفتره,0
باقي للعيد وكم مفكرين تعسبوني,0
رءحه اللحمه اصحاب اب افضل الف عطر فرنسيقلت اخبركم هه,0
رتبو مشاعر الفقد واقفلوا باب الحنين جيدا فموسم المطر عادستحل الفوضي قريبا,0
وكما قال امير الشعراء احمد شوقي يوم بيفوت ويمشي ساب اكيد جواك علامهذكريات ناس نضيفه او ماسي وناس لمامهوشكرن,0
ولاهي جماعه الحياه حلوه جدا احنا الي ممعاناش زلط,1
سلام الله علي الجروب ولمياء وشاجع الجروب اللي جنبنا كثر ماهم خرففان اذا زبجت علي بنت يجو سبعه ادمن يتجملو ويحذفو تعليقك ماقصدش مراجيج وملحسين,0
اوجد المفلس الرابع,0
مرات محادثه وحده تخليك متطمن طول اليوم,0
اللي متخيل نفسه قصه كبيره قولوا بطلنا نقرا روايات بندور يصبن البطانيات ويقشع البيت لرمضان,0
يلبيه جاي جاي,0
الي طولهم اقل يناسبكم,0
ليش الفيس ماعدبش اهميه سع زمان انتم سعي لحالي,0
تسحرت شبدي,0
اثبتت الدراسات ان الدراسات كاذبهوشكرن,0
غارت عيوني عيوني اللهم اني صايم,0
بعدما ربي ربط قلبه بقلبي رجمبي حبه وحبي للشواني,0
عيونه وضحكه امي وعبايتي الجديده اغلا ممتلكاتي انتو ايش ممتلكاتكم,0
يعتقد الكثيرون بلادي ان العقل زينه ولهذا السبب لايستخدمونه,0
تبقي يوم لرمضان المهم ربطوا هديل مانع وخلونا نسد احنا والشياطين,0
شخص ماخذ تفكيرك ماسرح خيالك تتذكرهطيب يسمعك ايش بتقله,0
الي يتفقد احوالهم احد انتم بخير,0
طحن وعجن الخواطر,1
زمان الكل عندهم خيول الاغنياء اللي عندهم سيارات الان الكل عندهم سيارات والاغنياء اللي عندهم خيول,0
دع القليل مشاعرك جانبا واحتفظ بجزء قلبك لاشيء يستحق المجازفه,0
انت خلتني مثقش اي راجل تاني افكر الحب مفيش شكرا طيب,0
الادمي اللي يالف قصص وروايات اوهامه وتخيلاته وغباءه وقله عقله خلق الله ويصدق نفسه وفارح ويزيد ينشرها تسموه,0
انا حاسس ان الوقت سن ال وسن ال كانت زي الوقت اللي المغرب والعشاء شباب مابش بركه,0
شباب اللي بايدي الز اللي بالفيديو شاعتبره ملكك دورته وماحصلته اطلعه ضروري,0
يحدث بداخلك احتفظ لنفسك فالجميع ينتظر ان تعلن نقاط ضعفك فيسقطوك زاد المك واختنقت وشعرت بعجزك حمله اخبر الله تخبر احد,0
تمسي عليكم قال الشاعر,0
انتبهوا خوانالسرق كثرواالان نص ساعهاجا ولد وبنت اعمارهم يقارب سنه لهجتم ريمهقالوا يشتوا جوال ردمي وقد معاهم جوال نفسه مجدد مش وكاله,0
هات اجمل صوࢪه عندك,0
مشكله ولها حل بيو بيو,0
الشيء لاطال الرجا ينعاف سمعوني وانششهد,0
احبيه تعزي والاعمار بيدالله ماحد يموت ناقص عمر احبيك,0
الذاكره بركه كانت ماتمتليش ابداء,0
دله وصالك تنعش القلب صاح ودله غيابك تنسف الحيل كله مجرد ذوق,0
انصحووني بليز خطيبي قرر يجيبلي سياره هديه بمناسبه عيد الحٕبممكن تنصحوني اي وحده احسنابو بطاريه,0
اكيد مافي شك,0
فاز عكاشه اخي وصديقي قالت مبروكيشن,0
الحمد لله رضيتهم كلهم,0
الڤلانتاين غطوهعادي وانا مفعله ياسعم ان انا حبيبه كاضم الساهر,0
لفقراء الحظ تفاءلو قلوبكم واقداركم بيده الخير,0
الله يسعدهم,0
الخير للحلوين وللحلوات الاحياء منهم والامات,0
انت اولا بالحب تقدمه لغيرك بيعو الدباديب وخزنو بقيمتها قلدني الله اخرج,0
اذا كنت تضن انه قطع الخبز لافماذا تكون فكر وعطيني الاجابه الصحيحه,0
تقول احداهن اذا تكن انت نصفي الاخر انا سنقل الي ان يامر الله بيني وبينك,0
تصبحو خير واحلام سعيده وموعدنا بكره ساع الوقت يصور شعره والي شعره محلوق سيلحقه العار الي ولد ولده وباي,0
الصوره عباره مجرد فلتر يقوم بتصغير الوجه العرب,0
وكم طفل بريء بياكل الشكولاته اخته غطوه مش داري اين هيوالله يقدرني لفعل الخير وهي تقع,0
يحبني يشتريلي هذاا الشال ماشمومنش بالحب ابدا,0
متي عيد الزبالهعشان نحتفل بناس تعرفنا عليهم بلغلط,1
صوتي ماشي شكلي شكلي ماشي عمري عمري ماشي اسلوبي اسلوبي ماشي الناسكيف افعل بنفسي,0
سنحت الفرصه بالعيش بدوله اخرء اين عتعيشانا فرنسا,0
الجمال وذوق اليماني الاصيل يجتمع علياء الميهال,0
ضعف النظر نعمه تحجب عنك ٪من بشاعه العالم القبيح,0
ان تبني مستقبلك ابني سدا منيعا بينك وبين يستنقص منجزاتك ويستهين,0
الحلاق شكله يحسبني حبيبته زعلان علي الاني زمان ماحلقت عنده,0
تحبك ستسرق امها وتعطيه لتتزوجهامش تمكنك حبيبي تغديت حبيبي تعشيتهاذا مايخارج,0
انا صيددلي وزوجتي صيدليه ايش نسمي اول مولود,0
سرت السوبر ماركت ولقيت هذاا حلال حلال,0
زاد غباء الانسان زادت قدرته علي النوم سريعاعبدالله ناجي,0
الاثر الجميل,0
تحسبه اشتراك,0
انتي خلقت عزيزه تستحقين ان يعاني احدهم ليصل اليك تستحقين ان يكد يريدك لينال نظره منك تليق نظرات الطرقات يليق ان ياتيكي احدهم اتيانا يكافء حفظك نفسك لاجله يليق ان ينازعه ابوك احقيتك بافضل مستعد للتضحيه اجلك لتعجيزه وانما ليشعره بحجم جوهرته يريد اقتناءها تستحقين واكثر,0
والا مش,0
اذا هربنا تفاهات الحياه نهرب برتقالاتها,0
اكثر حاجه يستوجب الايمان ان الله سيكرمك بالوقت يراه مناسبا عندما يءهلك لتنتفع وتحافظ يستحق تستعجل رزقك فقد يسبقك احد الي وظيفه او مال او زواج ويكون تاخيرك الرزق الوفير يفوق تحسرت فتكون بذلك انت تاخرت سبقوك,0
الله يلعنكم السرقامس الساعه الليل كنت مشغول وعندي زباءن كثير وعقلي مشغول باكثر شغله وجاء زبون يشتي جوال جلاكسي ونا جبت وعلي نيتي مش عارف انه احتراف جديد لسرقه المهم انا انشغلت معه جوال نفسه قده خربان ومفكفكك شكله وديه الف مهندس,1
اصحاب الحسابات اللي بيدوروا متابعين لقد معاهم خمسه سته الف متابع الله يرحمنا عيمسهكم اخي انت معك حساب فيس مش برج باريس بتتخايلوا انفسكم مدري معاكم هدار ويعلقوا بهدار وترد بهدار وعاد نصه خرط وكذب ابن اخي عمره سنين معه الف متابع ومحتواه بياكل طرزان وكيف بيتضارب واختهتنزلوا منشورات تسبوا وتلعنوا وتعملوا حمله تضامنا هذاوتتسمخروا الممثل وتهينوا الفنانه وتشوهوا بسمعه خلق الله وتبهذلوا وانت,0
خبره اقسم بالله ماهي رفله تفااهه انا قريت معلومه ذلحين تويترر قلكم مدينه صينيه تقاليد المهر والزواج وكل شي حق الزوجه غمزه قدام الناس وهي ترد بغمزه قبول ويروحو عرساان فكل العزبان والعزبات عندنا قدم مزوجين احتمالقابوا جهال وكله مشم داریین هه,0
دخلت القفص الذهبي ابوابه هنيت بايتزوجها عيشتري باصات,0
باب جبر الخواطراشتاق,0
للصاحيين الان قومو ارقدو رقدت عليكم حيطه,0
المجروح عاءلته يشفي ابداصح او غلط,0
الجميع ينتظر منك الخطا الا الله ينتظر منك التوبه,0
كيفنتو ياضخمين الروايه الي كتبتها روايه شريان والكنز طبعا بلهجه صنعانيه انشرها قناتي التليجرام قناه كاتب وروايه يشتي ينضم للقناه يرحب وحياه الله عينور ويفتهن,0
وضعي اخر الليل التخزينه يوم الخميس,0
ان ابشع الخيانات خيانتك لذاتك تتمسك باشخاص افلتو يدك اول منعطف,0
وين القواريريا تدفعين قيمه النص وتشلينه ندفع قيمه النص ونشله اما يصلح طالع حقنا نازل حقكن,0
صبح الله بالنور طيب الله الخاطر,0
اكون انا وصاحبي مخزنين عرس والكاميرا تلف عندنا,0
خياران لاثالث اما ان تقع حبي او تحبني مجال لقلبك اما انا او انا,0
العالم بليل كلها نايمه انا,0
الخير للمنافقين بقاع الارض اللي معاهم معاهم عليهم عليهم,0
هدات ومسحت دموعها وقالت بكل ثبات اين الاكل الحب ماياكلش عيش,0
وعادنا صف امانه كانت تطلع الخرمه حق الشمه هاذي للدماغ اخس خرمه الدخان هاذي الايام,0
الجو كءيب والا الناس ثقلان دمها والا احنا مش طايقين والا ايش القصه بالضبط,1
تاريخ اليوم,0
جاك هالاعتراف برساله اول ايموجي رده فعلك,0
ملينا عيون العالم ملينا عيون اليمنيات,0
تعالي شوفي اسمك زعل ايه مجنونهاميره هبلهاسماء مغروره الاء لاسعه اماني عندها,0
الدنيا تدور والله لذالك انتبهوا افعالكماعرف شخص يلعب ويتسلي البنات لدرجه مره التقي بنت ومرت الايام وتزوج وصار عنده بنت وقد عمره سنه والان الدنيا تدور بنته تعرفت علي ولد وصارت تلتقي انتبهوا افعالكم الي يادبه ضميره تادبه الدنيا تدور,0
العالم محد يقدر يخنقهم رهين القدر,0
اذا تهكر حساب الفيس بوك استرجعه ابعد الهكر نشوف مهكرين بلقروب,0
صدقو او لاتصدقو براحتكم,0
سلفل اما الي بيحتفلو بعيد الحب احتفلو صمت فهناك سناقل تتالم,0
ونرجوك ان ننال امنياتنا وايامنا نامل,0
احساس الرحمه علي اصاب اذاكم التبريرات تختلقونها للي قصر بحقكم زعلكم علي احد المواقف البايخه تخطءوا وتتمنون انها ماحصلت لبقاء نفوسكم طيبه بحثكم اعذار كانت واهيه لتسمح خواطركم انظف صفات ممكن يملكها انسان واعظم نعمه الله لان القسوه عقوبه,0
ليذهب الرجال الي الجحيم ستقوله امراه غاضبه الان وفي الصباح ستجري اتصالا الجحيم تخبره بانها تنم لانها تسمع نبره صوته مطلق الكترونيا,0
مجتمع فقير عاطفيا لدرجه ان كلمه منشوراتك حلوه تعتبر بدايه لعلاقه غراميه,0
قصتي المخلوق الصغير,0
اذا كنت تم كسرك بوحشيه لديك الشجاعه لتكون لطيفا الاخرين فانت تستحق حبا اعمق المحيط نفسهيعني انك تاذيت ولم ترد الاذيه تم كسرك ومازلت تحافظ علي مشاعر الاخرين ضعفت وتقوي غيرك خاطرك مكسور وتجبر بخاطر غيرك انت تستحق الحب والتقدير لانك قوي جدا,0
الدنياا هذهه والله تستاهلشش غثاكم وزعلكم الدنياا حق الله جماعهه هوونها تهوون اضحكك وازبج وفهن علء نفسكك لاتغثووش ارواحكم الحاليهه طزز حاجهه تغثيكم وتزعلكم والدنياا بتكمل لذا كونوو جبرر للناسس قلوا كلام حالي واذا حسيت شخصص محتاج لكك حاوول تووقف جمبهه حتء الكلمهه الحاليهه,0
